age,education_level,experience_years,num_certificates,english_level,score_test,has_recommendation,city_size,hired
47,primary,28,4,intermediate,79.1394582348006,0,medium,0
48,high_school,25,2,intermediate,66.96043915868553,0,small,0
52,master,31,0,basic,67.59268804857011,0,small,0
38,phd,16,1,advanced,51.51867682268019,1,small,1
48,bachelor,31,0,advanced,61.48064291409843,1,large,1
36,bachelor,17,0,intermediate,67.92284622876663,0,medium,0
48,high_school,27,2,advanced,80.36631210747467,0,large,1
49,bachelor,36,2,advanced,60.1747349430523,0,medium,1
19,high_school,3,1,intermediate,80.31063422486139,1,large,0
27,bachelor,4,0,advanced,53.665676223396844,0,small,0
19,master,0,2,advanced,70.01244451102558,1,large,1
19,high_school,1,1,basic,57.39836032512697,0,large,0
41,master,18,1,basic,88.1625378672048,1,small,1
34,primary,14,1,intermediate,85.45512664659886,1,small,0
49,high_school,31,1,intermediate,69.28560133765589,1,small,0
33,high_school,10,0,basic,56.97391844274159,1,large,0
33,high_school,18,2,basic,42.245387946789435,0,small,0
56,high_school,36,3,advanced,70.67436371973993,1,small,1
48,high_school,33,4,intermediate,68.11306237302897,0,large,0
60,bachelor,40,3,advanced,77.8723971822698,1,medium,1
41,high_school,23,0,advanced,43.00456326623032,1,large,0
18,bachelor,1,4,intermediate,67.1227890810371,1,large,0
28,master,5,1,intermediate,71.43478655738656,0,medium,0
38,bachelor,19,1,basic,51.47044171904264,1,large,0
21,high_school,0,2,intermediate,66.74788314547976,1,medium,0
24,high_school,10,0,basic,54.095765196387205,0,medium,0
43,master,29,1,basic,52.61969545883158,1,medium,1
29,bachelor,11,1,basic,57.040922236638316,1,large,0
48,bachelor,28,2,intermediate,61.00852475246923,0,large,0
34,high_school,19,2,advanced,83.58102315875846,1,small,1
50,bachelor,33,2,basic,60.17342967438482,1,small,1
28,high_school,8,0,intermediate,52.312230288579784,0,large,0
45,master,32,2,intermediate,77.19335494173895,0,small,1
49,master,31,0,intermediate,80.41533107086678,0,medium,1
18,primary,0,0,advanced,77.29171837399767,1,medium,0
45,bachelor,24,3,basic,85.53900958213156,0,small,1
59,high_school,40,3,basic,67.88389461935603,0,large,0
24,bachelor,7,2,intermediate,67.33409221387882,0,large,0
19,master,6,2,intermediate,54.441877378682406,1,large,1
59,bachelor,39,1,basic,85.98527992333752,0,small,0
41,high_school,27,5,basic,63.61754025617833,1,small,0
21,high_school,4,1,advanced,60.44640616638028,0,medium,0
36,master,21,0,basic,59.104879322299624,1,large,1
43,bachelor,24,1,intermediate,74.54860363010151,0,small,0
28,bachelor,5,2,advanced,66.2531744980307,0,small,0
57,high_school,38,3,intermediate,67.84252614339583,0,medium,0
60,high_school,40,3,intermediate,60.13197607887464,0,medium,0
28,phd,15,0,intermediate,62.025493978856765,0,medium,0
20,bachelor,0,1,intermediate,62.77901575595177,0,medium,0
29,bachelor,13,0,intermediate,86.3235576801198,0,large,0
20,bachelor,0,0,advanced,37.98152555982051,0,medium,0
59,master,40,0,intermediate,71.72286968347773,0,medium,1
44,high_school,22,1,intermediate,81.32243517763337,1,large,0
19,high_school,0,3,basic,37.422077650408355,0,small,0
33,bachelor,17,1,basic,63.927821296126325,1,large,0
19,bachelor,6,1,intermediate,79.73166178973926,0,medium,0
47,bachelor,29,2,basic,53.705469013509735,0,medium,0
37,master,14,1,advanced,69.02811486105783,0,medium,1
55,high_school,35,2,intermediate,51.020332545237224,0,small,0
45,primary,26,1,intermediate,65.49627824170017,1,small,0
42,phd,29,2,intermediate,84.16383466090308,0,small,1
49,bachelor,28,1,intermediate,90.43416824947866,0,medium,0
27,bachelor,4,2,intermediate,68.82855027105181,0,large,0
59,bachelor,38,1,intermediate,45.8155197831792,1,medium,0
57,bachelor,40,3,intermediate,60.34293069494974,1,medium,1
50,high_school,28,3,advanced,37.80246068171917,0,large,0
30,master,7,3,advanced,60.59020517926309,0,large,1
58,master,40,1,intermediate,79.4704755880898,0,medium,1
59,bachelor,40,2,advanced,44.55676065087318,0,medium,1
54,bachelor,35,1,advanced,61.89389235781311,0,small,0
33,high_school,11,3,intermediate,52.75718252574871,0,small,0
39,primary,16,0,intermediate,91.90533780390405,0,medium,0
37,high_school,18,3,intermediate,70.98029734781714,0,small,0
60,high_school,40,0,basic,77.75560769218521,0,large,0
44,phd,24,1,basic,69.38893438916179,0,large,0
58,master,40,1,advanced,76.41475757894045,1,medium,1
33,bachelor,14,0,intermediate,81.20961303299237,1,medium,1
51,bachelor,38,0,basic,65.57453686339487,0,medium,0
49,high_school,35,0,intermediate,57.03220646592862,0,large,0
43,phd,21,2,basic,50.97135328067307,0,large,1
42,high_school,22,0,advanced,91.38097671295895,0,small,0
19,high_school,4,1,intermediate,77.31017978032466,0,large,0
29,bachelor,13,5,intermediate,31.65197068165162,1,large,1
57,master,36,3,basic,61.33064359319686,1,small,1
26,master,10,3,intermediate,71.24125407251326,0,large,1
29,primary,7,2,advanced,90.08384232521715,1,small,1
43,master,22,2,intermediate,48.45986524256038,0,small,1
26,high_school,7,1,intermediate,71.39526109635189,0,medium,0
27,primary,14,3,advanced,59.004048712253,1,medium,1
49,master,35,2,basic,47.046030452294914,1,medium,1
51,master,37,1,basic,85.18144782799524,0,large,1
37,bachelor,21,2,intermediate,50.537445641368464,1,small,1
56,bachelor,33,1,basic,79.56175826702903,0,medium,0
19,master,0,0,basic,41.08123159097404,0,medium,0
18,master,0,1,intermediate,57.64979923048666,1,large,0
53,master,30,0,intermediate,73.58050841119214,1,small,1
41,bachelor,22,2,advanced,75.75165940970417,0,small,1
44,phd,26,0,basic,71.5532293132341,0,large,1
19,phd,0,2,advanced,79.78128169692883,0,medium,1
48,high_school,35,1,intermediate,60.67097980184051,0,large,0
31,master,13,2,intermediate,85.88581216597915,0,medium,1
19,bachelor,0,3,basic,70.34925684202929,1,medium,1
46,high_school,26,2,intermediate,76.02210030434016,1,medium,1
32,bachelor,18,2,advanced,70.45388274507407,1,large,1
29,primary,10,3,intermediate,72.3715406526374,0,small,0
54,bachelor,38,1,basic,49.982814051539414,1,small,0
45,master,30,1,intermediate,50.87520100296213,1,medium,1
37,high_school,24,0,intermediate,56.88225953801703,1,small,0
56,bachelor,34,0,basic,72.71475021025381,0,large,0
41,master,23,2,advanced,56.170799393676155,0,large,1
38,bachelor,17,1,intermediate,60.558861981664485,1,large,0
27,high_school,5,3,intermediate,63.91038266037353,0,small,0
31,bachelor,8,0,basic,86.26806933445354,0,large,0
54,bachelor,34,2,basic,74.04178176072216,1,medium,1
35,bachelor,19,6,advanced,43.08041486959389,0,small,1
41,master,20,2,basic,67.3953428330352,1,medium,1
31,bachelor,12,1,intermediate,60.448666387393764,0,large,0
51,master,37,2,intermediate,61.57509967457175,0,small,1
29,bachelor,10,2,intermediate,65.00966729813096,1,medium,1
39,high_school,20,1,intermediate,81.8876227663684,0,small,0
23,bachelor,10,0,intermediate,52.797419710091724,1,large,0
53,bachelor,38,0,advanced,68.05825049621643,0,small,0
53,bachelor,37,2,intermediate,69.35953428440062,0,medium,0
39,primary,23,1,advanced,61.679371505590105,0,medium,0
31,high_school,8,2,intermediate,55.425161090212,1,medium,0
33,high_school,10,0,basic,53.66994725735406,0,small,0
53,high_school,31,0,basic,58.69041260420841,0,medium,0
42,bachelor,26,0,advanced,76.06437376300391,0,medium,1
49,primary,35,2,intermediate,59.624934915733064,1,medium,0
50,master,27,2,intermediate,63.51291616040158,0,medium,1
53,high_school,33,1,advanced,47.64543527335586,1,small,0
37,high_school,22,0,basic,57.884768622770686,0,medium,0
35,bachelor,13,1,intermediate,68.44033952538221,0,large,0
55,high_school,34,1,intermediate,39.99165720782267,0,medium,0
20,master,7,2,intermediate,80.6733940162998,1,medium,1
40,primary,22,3,intermediate,56.10708067292156,1,small,0
49,bachelor,36,1,intermediate,91.44481340485095,1,medium,1
33,master,19,1,basic,71.29976912772301,0,small,1
22,bachelor,1,0,intermediate,37.47728053858922,1,medium,0
21,high_school,1,2,intermediate,69.16291779046762,0,small,0
38,bachelor,23,0,advanced,60.229639793793865,1,small,1
57,bachelor,40,1,basic,69.34975637575303,0,small,0
31,phd,17,1,advanced,89.25103663489385,1,medium,1
56,master,37,0,intermediate,75.57458290992678,1,large,1
48,high_school,31,3,intermediate,61.614113237440414,0,medium,0
31,phd,16,0,intermediate,44.046860914605965,0,large,0
23,primary,7,1,intermediate,78.09166956242183,1,small,0
29,primary,16,5,intermediate,72.64599986067537,1,medium,1
33,master,16,2,advanced,82.36853177137893,1,medium,1
34,high_school,18,2,intermediate,62.85705157787684,1,large,0
40,primary,21,2,advanced,69.4266360028013,1,medium,1
31,high_school,12,3,intermediate,61.30604445448764,1,medium,0
24,bachelor,5,1,advanced,66.30272127162137,0,medium,0
49,bachelor,26,0,basic,42.28216537553215,0,large,0
32,bachelor,14,3,intermediate,69.77403634857453,1,large,1
34,high_school,15,1,advanced,70.73592517001327,0,medium,0
58,bachelor,40,2,advanced,57.442218905493654,1,small,1
51,master,35,3,intermediate,74.09984327904647,1,small,1
22,master,0,1,intermediate,78.08842725026673,0,large,0
44,high_school,31,1,intermediate,86.00247031304801,0,medium,0
40,phd,22,1,basic,49.69922216962445,0,medium,0
57,bachelor,40,0,intermediate,75.04077213888776,0,medium,0
31,primary,17,3,intermediate,85.06849512357556,0,large,0
32,primary,18,0,basic,59.73807262973499,1,medium,0
60,high_school,40,1,intermediate,85.92378703056536,1,medium,0
50,bachelor,29,2,intermediate,54.111394594864905,1,small,1
48,high_school,25,2,basic,66.04563113156784,0,large,0
52,bachelor,35,2,intermediate,39.09450668770799,0,medium,0
34,primary,20,1,basic,36.991105312565644,1,large,0
45,master,26,1,basic,41.6993757475287,0,small,0
36,high_school,22,3,intermediate,86.28100369351613,1,large,1
40,master,21,3,intermediate,53.36616482844469,1,large,1
49,master,36,3,intermediate,53.40423574037062,0,medium,1
57,primary,40,1,basic,71.12374317121555,0,medium,0
30,bachelor,11,1,intermediate,53.8466878751846,0,medium,0
37,primary,18,1,basic,83.07485387321454,0,large,0
52,master,29,3,basic,92.95467274560485,0,medium,1
22,bachelor,0,3,intermediate,31.675056430212585,0,small,0
26,primary,7,1,intermediate,72.80392477856931,0,medium,0
46,high_school,29,3,basic,34.092766951191706,0,medium,0
23,high_school,2,4,basic,44.59806761066034,0,large,0
42,master,19,3,basic,72.16471972835738,1,medium,1
48,bachelor,35,2,intermediate,50.844534960318846,1,large,1
39,master,17,1,basic,68.91380385066415,0,large,0
19,high_school,0,1,basic,65.46590708538706,0,medium,0
22,primary,7,2,advanced,40.27904670783509,0,medium,0
44,phd,28,1,basic,74.86119309750994,0,medium,1
42,primary,22,1,intermediate,69.4849648734181,0,small,0
25,master,9,2,advanced,65.58240031653429,0,medium,1
18,high_school,3,1,basic,55.27925717173872,1,medium,0
37,primary,16,1,intermediate,70.84504905268027,1,medium,0
40,bachelor,22,2,intermediate,45.59157767293705,0,medium,0
49,phd,33,2,advanced,49.879588946759114,0,small,1
28,phd,14,0,advanced,69.81391608508052,0,large,1
56,high_school,39,2,intermediate,80.45228246325352,1,small,1
41,high_school,26,1,basic,57.843044270513296,0,medium,0
28,bachelor,11,1,intermediate,71.85516356541655,0,large,0
46,bachelor,23,0,advanced,68.074372732509,0,medium,0
43,bachelor,28,2,basic,71.21456867681609,0,large,1
33,high_school,14,4,advanced,54.62324944225194,0,small,0
52,phd,34,0,advanced,62.761292672414825,0,small,1
37,bachelor,15,0,basic,64.4264803112343,1,small,0
20,master,0,1,intermediate,87.47581298526738,0,large,0
18,bachelor,0,1,basic,48.43255807004588,1,small,0
18,bachelor,0,1,intermediate,43.94314722495734,1,medium,0
34,phd,15,2,intermediate,100.0,1,medium,1
19,bachelor,2,3,intermediate,69.6345462003107,1,large,0
46,master,33,2,intermediate,73.22759956498514,1,small,1
37,phd,14,0,intermediate,74.63251179960554,0,small,1
23,bachelor,9,2,intermediate,76.5782783348459,0,large,1
25,bachelor,5,1,intermediate,78.4849848085525,0,medium,0
46,primary,31,1,advanced,76.64685840556663,0,medium,0
50,primary,34,0,intermediate,81.9053035788008,0,medium,0
20,high_school,0,2,intermediate,67.51086907461887,0,large,0
52,high_school,34,1,intermediate,81.08337096947238,1,small,0
22,high_school,9,1,basic,93.37979708454439,1,small,0
44,high_school,29,2,basic,67.93873659080612,1,small,0
29,high_school,13,1,intermediate,72.21178264262815,0,small,0
37,bachelor,20,0,intermediate,56.30284376026856,0,large,0
37,primary,20,1,intermediate,62.52759461635737,0,large,0
26,primary,3,0,advanced,70.29279409369342,0,small,0
56,bachelor,37,1,intermediate,59.16149088691164,0,large,0
21,bachelor,4,4,intermediate,66.38718062661584,1,medium,0
36,bachelor,14,1,advanced,70.11991974269476,0,medium,1
55,bachelor,37,2,intermediate,87.80934122809484,0,small,1
44,master,22,2,intermediate,52.04311251125098,0,medium,1
60,bachelor,39,1,advanced,71.30244578649535,1,large,1
30,bachelor,7,0,intermediate,55.93753149148268,1,medium,0
30,phd,9,0,intermediate,76.49054471226259,1,medium,1
39,master,22,3,advanced,77.68249153963461,0,large,1
45,bachelor,26,1,intermediate,90.16191908215518,1,small,1
39,bachelor,19,3,basic,58.614678961588865,1,small,1
60,high_school,40,1,advanced,67.18339076958543,0,medium,0
36,bachelor,20,0,advanced,77.06090106483772,1,medium,1
25,phd,2,2,basic,74.87955455396786,1,large,1
25,bachelor,10,2,intermediate,27.683013870664794,0,medium,0
59,master,40,2,intermediate,54.68829991266353,0,small,1
43,bachelor,21,1,advanced,73.55174633733303,0,medium,1
43,phd,21,1,basic,61.853062186438386,1,medium,1
40,bachelor,24,2,intermediate,77.17176727023048,0,large,1
60,primary,40,0,intermediate,80.63111129077997,0,large,0
30,bachelor,12,2,intermediate,61.79764301932389,0,medium,0
45,high_school,24,3,advanced,74.0123481548893,0,medium,1
26,primary,4,1,advanced,86.84212856426703,0,medium,0
37,master,18,5,basic,80.27755145277065,1,large,1
36,high_school,20,2,basic,53.44029311296832,1,medium,0
56,master,38,4,basic,62.22299820183674,0,small,1
29,high_school,8,2,intermediate,65.41220979578144,0,large,0
32,high_school,17,1,intermediate,50.97161029745413,1,large,0
48,phd,32,3,intermediate,81.0499162200492,0,large,1
31,high_school,17,1,basic,55.32566679125216,0,small,0
28,bachelor,10,1,basic,63.47863574903569,0,large,0
43,bachelor,20,5,basic,81.07760762803724,1,large,1
59,bachelor,37,1,intermediate,58.23510220278903,0,medium,0
44,master,24,0,intermediate,59.95087732498896,0,small,0
28,bachelor,6,2,intermediate,70.07075322167509,1,small,1
55,bachelor,34,2,basic,58.86629250323057,0,medium,0
51,master,35,0,intermediate,87.98916424388804,0,medium,1
60,high_school,40,1,advanced,51.26832682754199,1,large,0
36,bachelor,18,0,basic,30.577807005196206,0,medium,0
23,phd,3,2,intermediate,77.64494813047192,0,small,1
55,bachelor,40,2,basic,59.63646992249866,1,medium,1
59,master,37,1,basic,52.885539878481126,1,small,1
45,bachelor,28,2,intermediate,70.75871023485298,1,small,1
18,master,4,1,intermediate,71.2908671097318,1,large,1
52,master,39,1,intermediate,53.57175007140034,1,small,1
57,high_school,40,2,advanced,82.80333978727128,0,small,1
25,high_school,11,2,intermediate,77.92815519646149,1,medium,1
24,bachelor,9,2,intermediate,94.61859928993738,1,medium,1
28,bachelor,9,1,intermediate,58.12048914105702,0,large,0
56,high_school,40,2,basic,67.3440301653863,0,medium,0
21,primary,1,0,intermediate,68.49997647830888,1,medium,0
42,high_school,28,0,basic,60.095790481860455,1,medium,0
29,phd,11,2,basic,71.04828375861565,1,small,1
43,bachelor,21,3,basic,72.17636563095796,1,small,1
55,bachelor,33,1,basic,72.18319614265467,0,medium,0
29,high_school,14,1,intermediate,60.10260371355327,0,small,0
60,high_school,40,2,advanced,61.86016999483053,0,medium,0
54,high_school,37,0,advanced,56.49357431406694,0,medium,0
41,high_school,22,1,intermediate,53.737667420706146,1,medium,0
33,master,16,1,basic,64.04076401485426,0,large,0
30,phd,15,3,basic,87.74798151746283,0,medium,1
42,high_school,28,2,basic,95.58573838899818,0,small,0
21,primary,2,4,basic,84.70787343144866,0,small,0
28,high_school,13,2,intermediate,58.04182540573551,0,medium,0
49,bachelor,26,1,advanced,71.11507633281796,0,small,1
24,high_school,3,3,intermediate,34.296298063382196,0,medium,0
28,high_school,11,2,advanced,62.67494377526049,0,large,0
45,high_school,25,2,intermediate,59.17169384703222,0,small,0
58,master,36,1,intermediate,93.11505732857006,0,medium,1
40,bachelor,19,2,advanced,68.90613933590228,0,small,1
40,bachelor,23,1,intermediate,65.76082408469206,0,medium,0
45,high_school,29,2,intermediate,63.973488785529895,0,large,0
60,master,40,0,intermediate,60.63706146421863,1,large,1
43,phd,28,3,basic,72.97335798001441,0,large,1
42,high_school,24,0,advanced,55.06396596099949,0,medium,0
46,high_school,32,1,basic,73.24802194232925,1,small,0
36,bachelor,21,3,intermediate,86.47635040360687,1,medium,1
50,primary,30,1,intermediate,66.68960925302277,0,small,0
53,bachelor,34,4,intermediate,60.28503173507439,0,small,0
31,bachelor,8,3,basic,63.870195513917345,0,small,0
31,bachelor,16,1,basic,83.01028190941605,1,medium,1
52,high_school,37,2,intermediate,67.08826214158239,0,small,0
47,bachelor,32,2,intermediate,55.859989127541205,1,large,1
45,phd,24,3,basic,77.12980345819105,1,medium,1
34,high_school,20,2,advanced,54.33962642163564,1,small,1
20,bachelor,6,1,intermediate,61.498586309099366,1,medium,0
33,primary,19,2,intermediate,68.43744333677327,0,medium,0
47,primary,31,1,intermediate,52.89454559824254,0,large,0
46,bachelor,25,2,basic,38.203832807076424,0,small,0
32,high_school,14,1,advanced,71.74164928843099,0,medium,0
42,primary,23,3,advanced,32.12240808695131,1,large,1
55,high_school,39,2,intermediate,51.1015718679355,0,medium,0
59,bachelor,38,2,intermediate,76.6727905891725,1,medium,1
55,bachelor,32,0,intermediate,71.28798911639255,1,medium,1
40,high_school,25,0,intermediate,62.631042905153656,0,large,0
42,bachelor,28,1,intermediate,51.567581170880175,1,small,0
59,high_school,40,1,intermediate,58.53476365644535,1,large,0
24,bachelor,3,1,basic,73.64729865106824,0,small,0
39,bachelor,17,3,intermediate,63.01450372794258,0,medium,0
34,bachelor,14,1,intermediate,46.47262030581065,0,medium,0
35,phd,19,0,basic,51.8010985955611,0,medium,0
58,master,40,0,intermediate,58.48066588023437,1,small,1
27,primary,13,0,intermediate,70.5047218024693,1,medium,0
27,master,4,1,intermediate,66.56842178164187,0,medium,0
24,primary,8,0,basic,46.303193580132984,0,medium,0
55,phd,36,3,intermediate,85.2058448762047,0,medium,1
44,high_school,26,5,intermediate,53.85648607405018,1,small,0
50,high_school,31,0,intermediate,71.61569761369898,1,large,0
18,primary,4,0,intermediate,50.78954774039821,0,large,0
51,high_school,32,1,intermediate,100.0,1,large,0
21,bachelor,0,0,intermediate,84.87525593584928,1,medium,0
34,master,14,1,intermediate,53.383797267164326,0,large,0
21,bachelor,2,2,basic,66.32690892540398,0,medium,0
60,bachelor,40,0,intermediate,49.56158977764489,0,medium,0
43,master,30,3,intermediate,59.66020636246161,0,large,1
21,high_school,0,1,intermediate,71.34419382900768,0,medium,0
18,primary,0,2,basic,77.6757098210697,0,small,0
24,primary,2,2,basic,46.42420122011962,1,large,0
47,high_school,27,3,basic,53.77163667419771,0,medium,0
26,high_school,3,3,basic,79.12648052130187,0,medium,0
52,primary,32,2,intermediate,84.85869400456511,0,medium,0
25,high_school,8,0,basic,53.40309372655602,0,small,0
41,high_school,25,2,intermediate,79.35282803072897,1,large,1
36,master,14,2,advanced,46.46611269747886,0,medium,1
53,high_school,32,2,basic,60.53748417233827,1,large,0
60,bachelor,37,1,advanced,47.83387967064233,0,medium,0
44,bachelor,27,1,intermediate,58.913961310226746,0,large,0
49,bachelor,29,2,advanced,93.63908431027812,1,large,1
31,primary,18,2,basic,64.17648584464389,1,medium,0
35,high_school,21,1,advanced,60.771027994250396,1,small,0
45,primary,29,2,advanced,56.52838394602857,1,large,1
46,high_school,27,3,advanced,60.502728820892365,1,small,1
33,high_school,18,1,intermediate,52.87238309589047,1,large,0
52,bachelor,34,3,basic,67.05205511344032,0,medium,0
48,bachelor,35,2,basic,64.51109026937948,1,medium,1
21,bachelor,7,0,advanced,58.13888458048303,0,small,0
54,bachelor,32,1,basic,56.82096685524251,0,medium,0
34,high_school,11,1,intermediate,67.74254238568155,0,medium,0
56,master,33,2,basic,54.060121501770844,1,small,1
43,high_school,28,2,intermediate,61.397971102388794,1,large,0
56,bachelor,33,3,intermediate,58.23172102859682,1,small,1
58,master,37,1,advanced,31.908557760452112,0,medium,1
21,bachelor,0,1,advanced,77.90137547843946,0,medium,0
47,high_school,27,2,intermediate,37.51022395870511,0,large,0
47,bachelor,24,0,intermediate,38.47575389154956,0,large,0
39,primary,16,2,intermediate,78.43005383632291,1,medium,1
28,primary,8,3,basic,48.37303025552619,0,large,0
19,high_school,0,4,advanced,33.85275232233414,0,large,0
29,high_school,12,1,intermediate,85.06063320871166,0,small,0
47,bachelor,31,1,intermediate,55.42971111977185,1,large,0
53,master,37,1,basic,83.22098775986507,0,medium,1
35,high_school,19,2,intermediate,51.2709349071588,0,medium,0
43,master,28,1,intermediate,40.34777768679912,0,large,0
24,phd,1,3,basic,60.17534051077843,1,small,1
18,phd,3,3,advanced,46.87992602377453,1,small,1
43,master,29,0,basic,71.06380536790968,1,small,1
40,high_school,24,0,intermediate,75.14234269537998,1,large,0
43,primary,20,1,intermediate,78.9456077503937,0,medium,0
23,bachelor,6,0,advanced,60.32571856309655,0,medium,0
23,bachelor,8,1,advanced,85.70505583383196,1,small,1
25,master,5,3,advanced,51.084814514487746,1,large,1
41,phd,26,1,basic,67.01152535914484,0,medium,0
39,bachelor,16,1,advanced,62.92462281276828,0,medium,0
36,high_school,21,3,basic,94.58939153291749,0,small,0
54,high_school,36,1,basic,83.11694873218852,1,medium,0
35,primary,15,3,basic,65.48234475816105,1,small,0
48,bachelor,29,2,advanced,67.97668116908385,1,large,1
54,bachelor,37,2,intermediate,88.03366260104566,1,small,1
47,master,33,1,intermediate,53.72619390663378,0,small,0
59,bachelor,39,2,basic,34.50402954839798,1,large,1
50,master,34,1,basic,50.485222506330224,0,small,0
27,bachelor,6,4,intermediate,58.782532191689576,1,small,1
54,master,32,3,basic,85.4114151378789,0,small,1
29,high_school,6,0,intermediate,80.53661018213381,0,large,0
47,master,29,3,intermediate,64.34209534241295,0,large,1
44,bachelor,22,2,intermediate,71.99870431586106,0,large,1
56,high_school,40,3,advanced,54.366443690402065,1,medium,1
26,high_school,13,1,basic,96.32794877495114,0,small,0
38,master,24,1,basic,83.1962525335294,0,small,1
29,primary,9,1,intermediate,65.80325838775066,0,large,0
46,bachelor,31,3,advanced,63.89592017229992,1,large,1
50,high_school,30,0,intermediate,75.52260775257558,0,large,0
60,bachelor,40,1,advanced,64.14238165868541,0,large,0
32,master,16,0,intermediate,37.679294538967085,0,large,0
19,high_school,3,2,basic,87.99895118602845,0,medium,0
56,bachelor,37,2,intermediate,82.52958150043597,0,large,1
35,phd,14,1,basic,70.580061999441,0,small,1
20,master,0,1,intermediate,58.70591630778423,0,medium,0
24,master,9,0,basic,65.14725713561353,0,medium,0
60,bachelor,40,2,basic,25.341778915885513,0,medium,0
35,high_school,16,3,advanced,48.38914755770219,0,medium,0
55,bachelor,39,0,basic,91.5064748177096,0,medium,0
54,bachelor,37,2,basic,72.75904401934783,1,medium,1
50,high_school,29,2,advanced,35.76951187986989,1,medium,1
48,high_school,29,1,intermediate,52.584184270798715,0,small,0
28,primary,13,2,intermediate,36.120661159001656,0,large,0
21,bachelor,1,0,advanced,53.293119751724234,1,large,0
35,master,14,2,intermediate,62.52254717166947,0,small,1
21,primary,4,0,basic,89.02407269904771,1,medium,0
51,bachelor,35,3,intermediate,76.77665088142405,1,large,1
46,master,27,1,intermediate,60.46781036024004,0,medium,0
41,high_school,25,1,advanced,61.20466771839726,1,medium,0
39,bachelor,20,0,basic,52.99200220095423,0,large,0
19,phd,4,0,basic,81.35479590261089,1,medium,1
23,phd,6,1,intermediate,83.14313611265631,0,small,1
59,high_school,40,1,intermediate,44.925958616229515,0,medium,0
42,high_school,27,0,basic,39.190184504250055,0,small,0
38,high_school,19,2,advanced,60.22225300266657,0,medium,0
33,bachelor,17,0,advanced,62.06131804657754,0,large,0
48,bachelor,28,3,intermediate,68.87998087040651,0,medium,0
31,bachelor,16,3,advanced,39.87950509831571,1,small,1
56,high_school,38,0,basic,54.26573781382061,0,large,0
45,high_school,27,1,advanced,63.763957948701346,1,medium,0
49,bachelor,28,0,intermediate,53.31798354519161,1,small,0
45,bachelor,24,2,basic,77.86791410290684,0,medium,1
26,bachelor,6,2,intermediate,93.0279911793169,0,medium,1
39,bachelor,16,3,intermediate,56.92039407866644,1,medium,1
49,high_school,31,1,intermediate,78.33798498387243,1,medium,0
22,high_school,0,1,advanced,59.64239767837857,0,medium,0
40,high_school,27,1,intermediate,51.04742704223751,0,large,0
22,high_school,2,1,intermediate,54.31638636889228,0,small,0
59,primary,40,2,basic,76.52943165937131,0,small,0
49,high_school,31,0,intermediate,55.375641265392176,0,large,0
27,primary,11,2,intermediate,58.30914519582525,0,small,0
56,high_school,36,0,basic,47.84251769344158,0,large,0
32,bachelor,17,1,advanced,74.50893664103688,1,medium,1
24,high_school,10,2,intermediate,71.87240031907797,1,large,1
46,bachelor,30,4,intermediate,86.82541411477358,1,medium,1
20,bachelor,1,2,intermediate,73.94451647289367,0,large,0
36,bachelor,18,1,advanced,71.19363004644443,1,medium,1
27,phd,8,1,basic,73.74920695414552,0,medium,1
45,primary,27,2,intermediate,61.1609616833252,1,medium,0
46,bachelor,23,0,basic,66.6517355308294,1,large,0
32,phd,12,3,basic,78.96787511749699,0,small,1
52,master,37,3,basic,52.69675655710263,1,small,1
23,high_school,3,1,intermediate,90.52522271680601,0,medium,0
29,high_school,7,0,advanced,74.56975809246656,0,medium,0
55,high_school,37,0,intermediate,95.31744317124021,0,medium,0
30,bachelor,8,4,intermediate,47.368170248094515,1,small,1
46,bachelor,25,1,advanced,47.366311972041395,1,medium,1
36,high_school,19,1,intermediate,70.58018322650891,1,medium,0
20,bachelor,0,1,basic,66.8534220985575,1,small,0
25,bachelor,2,2,basic,58.14411973212923,1,large,0
25,bachelor,10,1,basic,45.95956147341479,0,large,0
37,master,19,1,basic,60.9837419708984,0,large,0
21,master,6,1,intermediate,68.25688160005933,1,medium,1
38,primary,17,1,intermediate,45.37256169445536,0,small,0
20,bachelor,1,1,basic,58.84431319693767,0,medium,0
25,high_school,10,3,intermediate,70.73652931451338,1,large,1
40,bachelor,22,0,intermediate,76.81545636926188,0,small,0
33,phd,11,1,intermediate,60.706472262351284,0,medium,0
30,master,7,1,advanced,52.98422649679794,1,large,1
20,bachelor,5,2,advanced,66.72825300804519,0,large,0
26,high_school,3,2,intermediate,61.89852121127981,0,medium,0
31,high_school,12,1,intermediate,43.02424669536876,0,medium,0
30,bachelor,7,1,intermediate,58.242357437559875,1,medium,0
24,high_school,5,3,intermediate,56.15327467473222,0,large,0
32,bachelor,13,1,intermediate,65.34174443800971,1,medium,0
24,primary,7,1,intermediate,53.9942526467122,1,large,0
55,high_school,38,3,intermediate,56.77336360246573,1,small,0
51,high_school,38,2,advanced,62.26734684628451,1,medium,1
58,phd,40,1,basic,74.57583950752523,1,medium,1
39,bachelor,16,1,intermediate,66.39215985223976,0,small,0
41,high_school,26,5,intermediate,100.0,1,small,1
54,primary,31,1,intermediate,46.02663113178213,0,medium,0
18,bachelor,0,0,basic,78.67529210667792,0,small,0
27,high_school,10,0,intermediate,63.828806484540905,1,small,0
60,bachelor,40,1,intermediate,44.0866547252611,0,medium,0
33,master,11,2,intermediate,59.32406509142782,0,medium,1
25,bachelor,2,2,intermediate,42.29790052799686,1,small,0
